StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q4,Q3,Q48,Q48_1,Q48_2,Q48_3,Q48_4,Q49_1,Q49_2,Q49_3,Q49_4,Q53_1,Q53_2,Q53_3,Q53_4,Q53_5,Q53_5_TEXT,Q9,Q10,Q11,Q13,Q14,Q51,Q52,Q57,Q55,Q58,Q59,Q15,Q16,Q17_First Click,Q17_Last Click,Q17_Page Submit,Q17_Click Count,Q19,Q20,Q21,Q22,Q24,Q46,Q25,Q26,Q27,Q28,Q29
2022-09-21 10:09:40,2022-09-21 10:09:57,IP Address,165.124.85.57,10,16,False,2022-09-28 10:10:01,R_3KusrVaJQY0Mcjn,,,,,,,anonymous,EN,I am a PhD student/candidate,Third Year,"Yes, I am a Northwestern student",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-21 10:12:09,2022-09-21 10:12:17,IP Address,165.124.85.42,5,8,False,2022-09-28 10:12:18,R_1mzvSw9RV9xH2pb,,,,,,,anonymous,EN,I am a Masters student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-21 10:16:37,2022-09-21 10:17:10,IP Address,165.124.85.28,10,32,False,2022-09-28 10:17:14,R_3sAZhUuCXvXCObr,,,,,,,anonymous,EN,I am a Masters student,First Year,"Yes, I am a Northwestern student",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-21 10:22:46,2022-09-21 10:23:44,IP Address,165.124.85.101,23,57,False,2022-09-28 10:23:45,R_QnWrtHPr3slIBdn,,,,,,,anonymous,EN,I am an undergraduate student,Fourth Year,"Yes, I am a Northwestern student",,Once a week,2-3 times per week,2-3 times per week,2-3 times per week,2-3 times per week,Once a week,Once every few weeks,Once every few weeks,At least daily,At least daily,2-3 times per week,Once a week,Once every few weeks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-21 10:37:42,2022-09-21 10:40:46,IP Address,165.124.85.133,33,184,False,2022-09-28 10:40:47,R_3Mxprrjm58uv1y1,,,,,,,anonymous,EN,I am an undergraduate student,Fourth Year,"Yes, I am a Northwestern student",alias,2-3 times per week,Once every few weeks,Once a month,Less than once a month,At least daily,Once every few weeks,Less than once a month,Less than once a month,At least daily,At least daily,Once every few weeks,Once every few weeks,Less than once a month,,Good collaboration involves hearing everyone's opinions and getting a diverse set of opinions.,Some characteristics of bad collaboration would include not letting everyone's voice shine through or too hastily arriving on a conclusion as a group.,To deal with poor collaboration experiences you first have to recognize that they are happening and then attempt to address the issue through open discussion.,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-21 11:22:00,2022-09-21 11:34:44,IP Address,204.14.37.34,23,764,False,2022-09-28 11:34:47,R_ugjLzyh8wlgS533,,,,,,,anonymous,EN,I am a Masters student,Sixth Year or more,"Yes, I am a Northwestern student",Madison,2-3 times per week,Once every few weeks,Less than once a month,Less than once a month,Once a month,Once a month,Less than once a month,Less than once a month,Once every few weeks,2-3 times per week,Less than once a month,Less than once a month,Less than once a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-21 11:54:04,2022-09-21 11:54:09,IP Address,165.124.85.73,5,4,False,2022-09-28 11:54:15,R_eb1JBMrC4KRxz5T,,,,,,,anonymous,EN,I am an undergraduate student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-21 12:41:32,2022-09-21 12:41:49,IP Address,165.124.85.50,10,16,False,2022-09-28 12:41:51,R_1AmIUcLO1FlwJGN,,,,,,,anonymous,EN,I am an undergraduate student,Fourth Year,"Yes, I am a Northwestern student",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-21 13:51:02,2022-09-21 13:52:47,IP Address,98.63.18.55,10,105,False,2022-09-28 13:52:50,R_28Ngp0gHSTJUSMI,,,,,,,anonymous,EN,I am a Masters student,Second Year,"Yes, I am a Northwestern student",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-21 13:55:38,2022-09-21 14:19:28,IP Address,165.124.85.76,23,1430,False,2022-09-28 14:19:29,R_r13o83nmqxZTp2F,,,,,,,anonymous,EN,I am a Masters student,Second Year,"Yes, I am a Northwestern student",Jacky,2-3 times per week,2-3 times per week,2-3 times per week,Once a week,Less than once a month,Less than once a month,Less than once a month,Less than once a month,At least daily,Once every few weeks,Once a week,2-3 times per week,Less than once a month,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-21 14:24:10,2022-09-21 14:28:27,IP Address,165.124.85.134,33,256,False,2022-09-28 14:28:30,R_3FXxl2DMQg8ldYf,,,,,,,anonymous,EN,I am an undergraduate student,Third Year,"Yes, I am a Northwestern student",wblbdd,Once every few weeks,Less than once a month,Less than once a month,Less than once a month,2-3 times per week,Once a week,Once a month,Less than once a month,2-3 times per week,2-3 times per week,Less than once a month,Less than once a month,Less than once a month,no,good communication is essential to good collaboration. good communication is essential to good collaboration.,bad communication makes a bad collaboration. bad communication makes a bad collaboration.,communication is the key to dealing with collaboration issues. communication is the key to dealing with collaboration issues.,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-21 14:18:03,2022-09-21 14:40:14,IP Address,165.124.85.133,67,1330,False,2022-09-28 14:40:15,R_12tN2iNcZhDLpWz,,,,,,,anonymous,EN,I am a PhD student/candidate,Third Year,"Yes, I am a Northwestern student",byw,2-3 times per week,Once every few weeks,Once every few weeks,Once a month,Less than once a month,Less than once a month,Less than once a month,Less than once a month,Once every few weeks,Once a week,Once a week,Once every few weeks,Once every few weeks,,A good collaboration is that everyone pays attention and contributes equally as a team.,"Keeping others wait, behind the schedule, not attending the meeting, complain all the time.","Usually I will try coordinating the groups to see if the problem can be solved, and work extra harder to help people in need. ","Do not try to dominate the conversation and decision making process, and respect each others' ideas even though you do not agree.","Expect collaboration to be less efficient than working alone, and try find a place to play around the teamwork.",How much efforts and time commitment one has put to the teamwork.,How much do I learn from the team effort compared to me doing all the works alone.,The overall progress overtime.,"To adjust my pace in the process of collaboration. ",The feedbacks from the team members.,"To adjust the strategy for collaborating, like how to be more efficient in term of communication, etc.","I want to learn the best way for adjusting my pace to fit in a team, sometimes I tend to work my own pace.",,69.489,69.489,248.83,1,,,,,,,,,,,
2022-09-21 16:41:25,2022-09-21 16:41:45,IP Address,165.124.85.50,10,19,False,2022-09-28 16:41:48,R_xDFYc7WXCYuxeRr,,,,,,,anonymous,EN,I am a Masters student,Second Year,"Yes, I am a Northwestern student",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-21 16:53:32,2022-09-21 17:02:23,IP Address,24.12.102.67,23,531,False,2022-09-28 17:02:24,R_3iyd3iNSySr89lf,,,,,,,anonymous,EN,I am a Masters student,First Year,"Yes, I am a Northwestern student",zcx,2-3 times per week,Once every few weeks,Once a month,Less than once a month,2-3 times per week,Once every few weeks,Once a month,Less than once a month,At least daily,2-3 times per week,Once a week,Once a week,Once every few weeks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-21 17:07:56,2022-09-21 17:08:08,IP Address,165.124.85.55,5,11,False,2022-09-28 17:08:10,R_Raax7XXWYlQtavv,,,,,,,anonymous,EN,I am an undergraduate student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-21 18:08:31,2022-09-21 18:10:22,IP Address,8.28.178.102,10,110,False,2022-09-28 18:10:24,R_24GcMHYKxsLJQP7,,,,,,,anonymous,EN,I am a Masters student,First Year,"Yes, I am a Northwestern student",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-28 18:24:41,2022-09-28 18:49:43,IP Address,24.148.69.50,100,1502,True,2022-09-28 18:49:44,R_2Bn51DWplQouPCt,,,,,42.055,-87.6951,anonymous,EN,I am an undergraduate student,Fourth Year,"Yes, I am a Northwestern student",apple cider buddy,2-3 times per week,Once a week,Less than once a month,Once a week,At least daily,Once a week,Less than once a month,Once a week,At least daily,Once a week,Once every few weeks,Less than once a month,Less than once a month,,"A good collaboration is when everyone in the group actively listens to the others. That way everyone feels heard, which fosters a sense of respect.","A bad collaboration is when the involvement isn't distributed equally among the contributors. So when one person dominates the collaboration, or one person doesn't participate enough. In both cases this will result in at least one member of the group not feeling respected.","I set clear boundaries and expectations. If someone needs to become more or less involved I try to gently express that in a way that is respectful and productive. As long as everyone in the group can communicate their needs, collaboration usually goes well.",I've been taught that the key to good collaboration is communicating and bringing your own unique perspective to the table. It isn't a collaboration if everyone brings the exact same ideas.,Make sure you communicate your needs and expectations. You want to figure out what each of your goals is in the collaboration prior to starting to work.,"Software tracking contributions (like google docs edit history), in addition to peer reviews",Peer feedback as well as whether or not the end product is good,Maybe talking percentage to see how long someone dominates the conversation,"If someone is talking a consistently low percent of the time, encourage them to speak up",Information on how satisfied everyone felt with the experience,Figure out what to do better next time or if things are good as they are,I think having a guide in the beginning to give constructive feedback in realtime during the collaboration could be helpful to learn. That way you aren't going into it blind,,23.411,25.181,139.703,2,"The purpose is to provide instructors with real time metrics to track how in class discussions are going. Metrics include things like the emotional tone of the discussion, keywords, etc. so the instructor can verify that discussions are going as planned without being present for all of them.",Strongly agree,Agree,I'm a little concerned about it being used to track in class participation. How good is it at distinguishing voices so that I can be sure I get credit for all of my participation?,Disagree,Agree,Strongly disagree,Disagree,Yes,"I think it'd be helpful if it highlights questions that lead to longer discussions to the instructor. And then the instructor could choose to broadcast said question to all groups, encouraging them to discuss it as well.",Maybe
2022-09-21 19:05:49,2022-09-21 19:06:12,IP Address,98.46.106.11,10,22,False,2022-09-28 19:06:15,R_2QixqCU30ELSWdn,,,,,,,anonymous,EN,I am a Masters student,First Year,"Yes, I am a Northwestern student",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-21 10:29:04,2022-09-21 19:13:10,IP Address,207.237.241.115,23,31445,False,2022-09-28 19:13:12,R_CaxgHCMzabwXKgx,,,,,,,anonymous,EN,I am a Masters student,Second Year,"Yes, I am a Northwestern student",mbookworm,2-3 times per week,Once a month,Less than once a month,Less than once a month,2-3 times per week,Less than once a month,Less than once a month,Less than once a month,2-3 times per week,2-3 times per week,Once a month,Once a week,Once a week,research,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-21 19:26:35,2022-09-21 19:41:33,IP Address,165.124.85.71,33,898,False,2022-09-28 19:41:37,R_42x9qJNLvJOnixP,,,,,,,anonymous,EN,I am an undergraduate student,Third Year,"Yes, I am a Northwestern student",Liam,Once a week,Once a week,Once a month,Less than once a month,2-3 times per week,Once a week,Once every few weeks,Once a month,2-3 times per week,At least daily,Once a week,Once every few weeks,2-3 times per week,Concepts,I think a good collaboration requires lots of trust between team members and an understanding that every individual brings new experiences and ideas from their backgrounds.,"Often times, one person takes the lead and the group becomes too dominant on their guidance or leadership while failing to take into account the perspectives of others.","You must encourage everyone in the group to speak and make it a turn based system of speaking (not exactly but just make sure you yourself are speaking in line and trying to prod others to speak if they feel overrun). ",,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-22 13:12:39,2022-09-22 13:15:37,IP Address,174.208.233.244,33,177,False,2022-09-29 13:15:38,R_AEFBDph4rifs4Vj,,,,,,,anonymous,EN,I am an undergraduate student,Fourth Year,"Yes, I am a Northwestern student",Tabay,2-3 times per week,Once a week,Once a week,Once every few weeks,At least daily,2-3 times per week,Once a week,Once every few weeks,At least daily,2-3 times per week,Once a week,Once a week,Once every few weeks,,Working together and making good contributions to work. Talking and communicating.,"Not working at all and missing deadlines. Doing a poor job at presenting and meeting ","Increase communication with others as well as perform routine check ups on each person in the group ",,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-22 13:21:43,2022-09-22 13:21:53,IP Address,98.222.206.53,10,9,False,2022-09-29 13:21:53,R_2WMvPyytA7K5kJ4,,,,,,,anonymous,EN,I am an undergraduate student,Third Year,"Yes, I am a Northwestern student",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-22 13:14:41,2022-09-22 13:41:18,IP Address,165.124.85.149,67,1596,False,2022-09-29 13:41:21,R_2zHekmtccOV3X0Z,,,,,,,anonymous,EN,I am an undergraduate student,Third Year,"Yes, I am a Northwestern student",miwsgib,2-3 times per week,2-3 times per week,Less than once a month,Less than once a month,At least daily,2-3 times per week,Less than once a month,Less than once a month,2-3 times per week,2-3 times per week,Once a week,Once a week,Less than once a month,,"I would describe a good collaboration as one that involves good, bi-directional communication where both sides are aware of what is being done, what needs to be done, and how they might go about doing such. From there, the people collaborating would work cohesively to find the best way to accomplish their goal and would then execute that plan.",I would say lack of communication is a hallmark of bad collaboration. This could mean that the discussion isn't constructive/well-natured or just simply isn't occurring at all.,"I would try to establish a mutual understanding that the collaboration isn't ideal and from there, I would work with the other person/people to find a better way of working together (brainstorming).",I have been taught that collaboration requires strong communication and organization. I believe this is true and that tools exist to help you with this.,I would say that you must be able to put yourself in others' shoes. College students are very busy for a variety of reasons so it's impossible to work well with others if you assume they'll be able to work around your schedule/time.,I feel like this is a sort of tricky question because it's often not enough to simply look at the raw amount of work someone has done relative to their teammates. This may occasionally be a useful metric but another option could be the amount of time spent doing work for the group (although this may very well be even worse than the aforementioned metric - perhaps a mixture of these would lead to a better metric).,"I feel that collaboration quality is directly correlated with long-term quality of the group's work. In the short-term, a single group member could be carrying the group's output (which is obviously poor collaboration quality). However, this is not a sustainable practice and that will be reflected in the long-term output.",I think the number of time each person is putting into their work? I'm not really too sure.,This information could be used to do on-the-fly analysis of which group members are putting effort into their work.,I would like to see a metric that includes both the net amount of time someone put into their work and the total amount of output that person had.,"You could see some more interesting analyses. For example, if someone put a lot of time in but accomplished nothing, perhaps they needed some help getting past something they're stumped on.","I would like to learn by doing. I feel that classes often try to do this by forcing us into groups with random people. However, this feels completely unnecessary as it's essentially saying collaborating with people you already know well is invalid as a form of collaboration. Thus, learning by doing in a safe and comfortable environment would be my preference (and obviously, the group may need to be adjusted if it just becomes an echo chamber).",,15.879,36.301,80.222,8,,,,,,,,,,,
2022-09-21 12:29:43,2022-09-22 17:01:50,IP Address,73.247.16.42,10,102726,False,2022-09-29 17:01:52,R_3GwRNm6P7DQofy0,,,,,,,anonymous,EN,I am an undergraduate student,Third Year,"Yes, I am a Northwestern student",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-29 16:40:35,2022-09-29 17:18:32,IP Address,24.14.32.85,100,2277,True,2022-09-29 17:18:33,R_2aJG418vpHYEyAn,,,,,42.055,-87.6951,anonymous,EN,I am a Masters student,Second Year,"Yes, I am a Northwestern student",komalnar,At least daily,Once a week,Once every few weeks,Once a month,Once a week,Once every few weeks,Once a month,Less than once a month,At least daily,At least daily,At least daily,At least daily,Less than once a month,NA,A good collaboration is the one where all people understand their responsibilities.,To having a free rider is characteristic of a bad collaboration. People who are not aware of their responsibilities is an example of bad collaboration.,We can deal with poor collaboration experiences by talking to people in the group and making them understand how collaboration works.,I have been taught to understand my responsibilities in the team and act accordingly.,The advice that I would like to give a high school student about how to collaborate most effectively in college is to understand his/her responsibilities.,The quantity of the work done by each individual participant should be taken into account.,The result or the end product of the work can be a useful measure for evaluating collaboration quality at a group level.,The result or the end product of the work can be a useful measure for evaluating collaboration quality at a group level.,The real-time information will be useful in evaluating the end result.,The information about logs and git commits would be nice to have for collaboration-quality.,The result or the end product of the work can be a useful measure for evaluating collaboration quality at a group level.,I would like to be part of more number of projects that involves collaboration and that is how I would like to learn about collaboration.,No,0,0,81.703,0,The data capture platform is very useful for monitoring the collaboration of members in different teams. One can also keep a track of the work done by different members of the team through that platform.,Strongly agree,Strongly disagree,No,Strongly disagree,Strongly disagree,Neutral,Neutral,No,NA,Yes
2022-09-20 23:01:13,2022-09-22 20:47:24,IP Address,162.237.29.149,23,164770,False,2022-09-29 20:47:27,R_9XBAOST6udTAFMd,,,,,,,anonymous,EN,I am a Masters student,First Year,"Yes, I am a Northwestern student",autogluon123,At least daily,Once every few weeks,Less than once a month,Less than once a month,At least daily,Less than once a month,Less than once a month,Less than once a month,At least daily,At least daily,Once a week,Once a week,2-3 times per week,Presentation and writing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-22 22:52:55,2022-09-22 22:53:15,IP Address,12.41.141.246,10,19,False,2022-09-29 22:53:23,R_Do7cLefkTQKtMTT,,,,,,,anonymous,EN,I am an undergraduate student,Fourth Year,"Yes, I am a Northwestern student",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-23 03:21:14,2022-09-23 03:21:34,IP Address,24.12.189.123,10,19,False,2022-09-30 03:21:35,R_2VwnlVyKWrnjlu2,,,,,,,anonymous,EN,I am an undergraduate student,Third Year,"Yes, I am a Northwestern student",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-23 10:13:16,2022-09-23 10:13:46,IP Address,207.237.222.182,10,30,False,2022-09-30 10:13:47,R_3FKIUfBa6ZFdVE7,,,,,,,anonymous,EN,I am an undergraduate student,Fourth Year,"Yes, I am a Northwestern student",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-23 10:13:21,2022-09-23 10:13:42,IP Address,165.124.85.65,10,21,False,2022-09-30 10:13:47,R_3fiOFzXttHho3XF,,,,,,,anonymous,EN,I am a Masters student,First Year,"Yes, I am a Northwestern student",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-22 10:42:09,2022-09-23 10:15:01,IP Address,165.124.85.124,33,84771,False,2022-09-30 10:15:03,R_6R1K3KS7H5jBanv,,,,,,,anonymous,EN,I am an undergraduate student,Second Year,"Yes, I am a Northwestern student",",.,.,",2-3 times per week,Once every few weeks,Less than once a month,Less than once a month,Once every few weeks,Less than once a month,Less than once a month,Less than once a month,Once a week,Once a week,2-3 times per week,Less than once a month,Less than once a month,,"One where all people involved help each other as much as they can to get the project moving. ",I would say that bad collaboration comes from bad communication between people.,Try to communicate more by talking to people or if needed the professor/other person in charge.,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-23 07:01:22,2022-09-23 10:16:50,IP Address,76.29.96.228,33,11728,False,2022-09-30 10:16:54,R_2qx8veHv4i3ZnvI,,,,,,,anonymous,EN,I am an undergraduate student,Third Year,"Yes, I am a Northwestern student",Michelle,2-3 times per week,Once a month,Less than once a month,Less than once a month,At least daily,Once a week,Less than once a month,Less than once a month,At least daily,At least daily,At least daily,Less than once a month,Less than once a month,N/A,a conversation in which parties bounce off ideas from each other and learn collectively.,taking another person's ideas directly and dismissing another person's ideas,"be clear about boundaries and expectations for collaboration experiences, to prevent anything.",,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-23 10:09:55,2022-09-23 10:20:16,IP Address,73.9.12.4,33,621,False,2022-09-30 10:20:19,R_3lEnRzTR9SZZM0A,,,,,,,anonymous,EN,I am an undergraduate student,Fourth Year,"Yes, I am a Northwestern student",asdfg,2-3 times per week,Once a week,Once a month,Once every few weeks,At least daily,At least daily,Once a week,2-3 times per week,Once a week,At least daily,Once a month,2-3 times per week,At least daily,,"open minded listening and sharing with the intent of helping someone understand something. ","Being short with someone or making them feel dumb. This is an example of bad collaboration. ","I have not had many and I think I would ignore them. I think that the only way to move past is by moving past. ",,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-23 10:21:39,2022-09-23 10:21:48,IP Address,98.220.232.177,5,9,False,2022-09-30 10:21:53,R_1FgO9K1Q71KUk3r,,,,,,,anonymous,EN,I am an undergraduate student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-23 10:10:16,2022-09-23 10:25:04,IP Address,165.124.85.16,33,888,False,2022-09-30 10:25:05,R_22mIckzFeAKP6aB,,,,,,,anonymous,EN,I am an undergraduate student,Second Year,"Yes, I am a Northwestern student",Rio,Once a week,Once every few weeks,Less than once a month,Less than once a month,At least daily,2-3 times per week,Once a month,Less than once a month,Once a week,At least daily,Once a week,Less than once a month,Less than once a month,,Good collaboration is when everyone in the group is participating and learning together.,"If one person is doing all the work or if people are not really learning anything. ","I would make sure everyone feels comfortable enough to participate and ask questions if they feel lost. It is important that everyone participates even if they feel a little behind. ",,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-23 10:12:53,2022-09-23 10:25:51,IP Address,73.9.42.40,33,777,False,2022-09-30 10:25:55,R_2ZP0NWLucDu21uo,,,,,,,anonymous,EN,I am a Masters student,Second Year,"Yes, I am a Northwestern student",,Once a week,Once every few weeks,Once a month,Less than once a month,Once a week,Once every few weeks,Once a month,Less than once a month,Once every few weeks,Once a week,2-3 times per week,Once a month,Less than once a month,,"good communications, efficient task split schedule.
i.e. using slack, collaborating online documents (docs, slides, and forms) to track our progress and updates; in terms of some specific cs project, we can also implement git version control to set up a well tracked collaboration log.","terrible communication for the most.
other behavior such as being absent from the group discussion, and not responding the email/dm message which are vital to collaboration coursework, were contributed to the bad collaboration.","being patient and reaching out.
or in the first time avoid such poor habits when the starting of collaboration process.",,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-23 10:19:12,2022-09-23 10:30:48,IP Address,50.217.187.42,33,696,False,2022-09-30 10:30:49,R_2VmBkygCs9EJszI,,,,,,,anonymous,EN,I am an undergraduate student,Fourth Year,"Yes, I am a Northwestern student",obito,2-3 times per week,Once every few weeks,Less than once a month,Less than once a month,2-3 times per week,Once every few weeks,Less than once a month,Less than once a month,At least daily,2-3 times per week,Once a week,Once every few weeks,Less than once a month,,"Collective effort, division of labor in the sense that people stick to their strengths and are assigned work that complements their strengths",poor division of labor. When people are given work unevenly or maybe it’s even but work doesn’t complement one’s strengths,Voice out my opinions. I make it clear what i think is wrong with the group and i offer solutions,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-22 18:27:18,2022-09-23 10:47:51,IP Address,50.217.187.42,62,58832,False,2022-09-30 10:47:52,R_2SAKvA2YfTF6iXa,,,,,,,anonymous,EN,I am a Masters student,Second Year,"Yes, I am a Northwestern student",Geeky Duckman,Once a week,2-3 times per week,Less than once a month,Once a month,2-3 times per week,Once a week,Once every few weeks,Once a month,Once every few weeks,Less than once a month,Once a week,2-3 times per week,Less than once a month,,A good collaboration would be about sharing thoughts and ideas about a specific topic that is aligned to either research or a specific product based application that can be used in its actual implementation.,Some characteristics about bad collaboration are bad communication skills and bad listening skills.,"When I deal with poor collaboration experience, I usually ask my seniors such as my professors or my friends who are more aligned to the field and ask for their opinion based on the topic in hand.","Some things about collaborating is good communication skills and good time management skills. Collaboration has not only taught us about these skills but it has also taught us about team work which is an important aspect and plays a vital role in product development and research and development industries. ",Learn from your mistakes and progress on your failures. Based on that we get the hang of working as a unit in making sure we get our side of the job done first before we ask for people about their ideas.,Their time management skills and leadership skills when implementing something as a collaboration.,Discussing different technical specifications and characteristics of different applications that use the same technology,Collaboration based on different technical designs or different characteristics needed in making an application better are some things I would like to see done in real time especially in the field of ADAS systems and robotics.,I would use it to make designs that are more aligned to my field of choice. It could be from a block diagram to a new idea of making some specific project.,"After the collaboration, exchange of ideas on how to make the application yield better results such as boosting the accuracy using the adaboost classifier.","After that I would try to use that information and would try to implement it, if it works then I would stop there, if it does not then I move on I check for some different way to make my application better. Perhaps checking on different research paper by creating a literature review of papers and comparing results.",Preparing myself to work as a team is the main point that I would consider when I want to learn how to collaborate.,,0,0,559.376,0,,,,,,,,,,,
2022-09-23 10:11:03,2022-09-23 10:57:05,IP Address,108.20.231.133,10,2762,False,2022-09-30 10:57:11,R_zeac9mPklu3yD9n,,,,,,,anonymous,EN,I am a PhD student/candidate,Second Year,"Yes, I am a Northwestern student",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-23 10:18:01,2022-09-23 11:41:34,IP Address,165.124.85.121,33,5013,False,2022-09-30 11:41:39,R_tMt9lDfAgkH7Nw5,,,,,,,anonymous,EN,I am a Masters student,First Year,"Yes, I am a Northwestern student",ray,Once a month,Once a month,Once a month,Less than once a month,Once a month,Once a month,Less than once a month,Less than once a month,2-3 times per week,Once a month,Less than once a month,Less than once a month,Less than once a month,,"Everyone can get involved and make their own unique suggestions，Completely planned goals
","No one talks, everyone thinks about their own business，No one wants to share their progress and gains",Encourage everyone to express their ideas and communicate more actively，Share what you've learned,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-23 10:10:30,2022-09-23 14:59:12,IP Address,24.148.43.66,67,17322,False,2022-09-30 14:59:14,R_VKkymuj6ejFLEM9,,,,,,,anonymous,EN,I am an undergraduate student,Fifth Year,"Yes, I am a Northwestern student",anonymous23,Once every few weeks,Less than once a month,Less than once a month,Less than once a month,Less than once a month,Less than once a month,Less than once a month,Less than once a month,Once a month,Once a month,Less than once a month,Less than once a month,Less than once a month,,"Everyone is supportive, communicative, and contributes to the end product. ","Little to no communication. One or two people doing most of the work. Members are not supporting one another. ","Do what is necessary to complete the task. Discuss with someone if things get out of hand. ","Collaboration is an important tool to create better products. It helps you get different perspectives on what to design. ","Be very communicative to your group and teaching staff. They will support you with your problems. ","Specific examples of things they helped to create. ","Communication level. How many tasks were completed entirely individually versus with support. ",Number of messages or exchanges between the group.,"I would compare this to survey responses on how well they collaborated. My guess is that there's a linear relationship. ",Survey responses on how well they collaborated.,"I would compare this to the number of messages or exchanges between the group. My guess is that there's a linear relationship. ","Depends on the task. Most things I like to do alone and then ask for help when I am stuck. I enjoy walking through problems with others. ",,22.254,42.667,61.504,2,,,,,,,,,,,
