StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q4,Q6,Q6_5_TEXT,Q7,Q7_5_TEXT,Q9,Q10,Q11,Q13,Q14,Q15,Q16,Q17_First Click,Q17_Last Click,Q17_Page Submit,Q17_Click Count,Q19,Q20,Q21,Q22,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q32
5/5/2020 22:07,5/5/2020 22:37,0,75.15.254.66,100,1780,1,5/5/2020 22:37,R_30c4p44VxGgUX9r,,,,,41.94500732,-87.79959869,anonymous,EN,1,1,1,3,,3,,One where each person involved is actively contributing to the topic/question/etc. and people bring forth their skills and experiences to help others.,"One where an individual is providing answers that they have already found in response to given questions, or for questions which do not allow a necessary correct answer, a bad collaboration is one where an individual takes control and does not allow anyone else to contribute, or is not willing to consider other answers/ideas.","Although it is not correct to do so, if I see that a poor collaboration is taking place, I often either complete the task on my own or leave the task entirely.","Creating an action plan, trusting in others, listening and being open to the ideas of others, allowing people to take charge if they feel they are suited for doing so, but also not being afraid to give constructive criticism and make suggestions for the collaboration.","Be willing to trust in others and be open to their ideas, you never know when the ideas or direction of others will spark ingenuity in you or your group.","Being put into real-world problem scenarios with a team and be tasked with solving the problem/question/etc. I am one who learns by doing, and so having hands on experience in collaboration is the ideal way to learn.",,0,0,190.404,0,The data capture platform records discussion taking place during collaboration and uses machine learning to analyze the things being said. It can then analyze these conversations and provide data regarding the conversation. This can help professors understand their class dynamic and facilitate necessary changes.,4,4,,5,2,5,2,,2,,1
5/5/2020 22:35,5/5/2020 22:47,0,98.226.241.223,100,687,1,5/5/2020 22:47,R_3ER9JgMnc1Sl6gL,,,,,42.05499268,-87.69509888,anonymous,EN,1,1,2,2,,2,,I would describe this type of collaboration as one where all people contribute an equal amount to the total amount of work.,I would describe this type of collaboration as one where there are certain people who are unprepared and don't put in the effort to understand the topic before collaborating.,"I establish a benchmark prior to collaborating, for example, must do the first problem or read this chapter of the textbook prior to meeting up.","I have been taught that collaborating is a two way street, and that the best collaboration relies on trust and good chemistry.",Find a group of people who are of similar dedication and work well with each other and stick with them.,"Establish ground rules on things that must be consistent between all collaborations (must be on time, some way to delegate who gets to talk and what work is assigned to who), and test different collaboration groups until you find a preference.",,58.193,69.68,119.897,2,Organizing collaboration. Using data to produce useful metrics in order to improve collaboration.,4,1,,1,5,1,1,Personal metrics to see how well you collaborate and how you as an individual can improve.,1,,1
5/5/2020 22:40,5/5/2020 22:52,0,24.12.7.23,100,718,1,5/5/2020 22:52,R_25Lq7LojhfknZK1,,,,,40.10159302,-88.28220367,anonymous,EN,1,1,1,3,,2,,A good collaboration consists of productive communication and is mutually beneficial.,"Bad collaboration characteristics include poor communication, one-sided benefit, and unwillingness from one or multiple parties to work together.","I either learn how the uncollaborative person operates and make ways for them to contribute and collaborate, or I leave them be.","That effective collaboration requires effort from every person involved in the collaboration. By collaborating, more tasks can be accomplished in a shorter amount of time.","Some important things to remember: everyone deserves to express their opinion, but the end result does not need to satisfy everyone; communication is key; and people lead busy lives - be considerate of others!","I would like to learn how to collaborate through learning scenarios. Being thrown into a group and told to collaborate is a quick but difficult method, and can sometimes be ineffective.",,0,0,150.571,0,"The data capture platform analyzes the types of words that were spoken in a discussion. In addition, it measures the flow of conversation - it records which segments are questions, which are answers, and which are silence. ",4,2,,3,2,3,2,,2,,1
5/5/2020 22:39,5/5/2020 22:54,0,24.14.32.147,100,901,1,5/5/2020 22:54,R_27H9F0DQcyHGa4V,,,,,42.05499268,-87.69509888,anonymous,EN,1,1,3,3,,5,"Rarely. I work with students of other majors outside of school settings, but do not collaborate with peers of the same major outside of school settings very often","Both members leave the collaboration feeling as if they have benefited from it – whether that is learning something new, getting a new perspective, or building meaningful connections.",When one or more of the members leave the collaboration feeling like they were disrespected or that it was a waste of their time. Poor communication,"During the collaboration, reflect on how I am feeling and why. I then take what I learned regarding myself and interpersonal dynamics with me as I take part in other collaborations","Communication is key! Generally, at least for my department, students and faculty are so willing to help. You don't necessarily need to feel 'qualified' to be in a collaboration because often times, if one person does more of the 'teaching', they are hopefully being benefited through that experience as well.","Work in spaces where there are other people around (instead of being in your dorm room). It might feel awkward at first, but just being around others in public settings may lead to unexpected collaborations",Ooooh good question. Perhaps through both personal reflection and collaboration exercises that don't pertain directly to the course work all of the time. Actually having the opportunity to get to know people? Or observe? I'm not sure. I think there is so much to learn and I feel like it hasn't necessarily been emphasized here,,0,0,171.711,0,"To better understand group dynamics, have data on keywords, tone, and directions input was coming from. Provides a recording of conversation as well as frequency that previously chosen key words were spoken.",4,4,I don't like this. It feels like it could be used unethically. I also would feel less comfortable asking questions/being vulnerable if I knew it was being recorded.,5,3,5,2,,2,"This makes me very uncomfortable to imagine :( I would not feel with a google home or alexa in a space I am in regularly, and I would not feel comfortable with the respeaker either. This is because I think this technology is so unprecedented, that we do not yet know the ethical consequences that will arise from so much data being collected, especially because it is difficult to control who has access to the data being collected and how they would use it.",1
5/6/2020 2:22,5/6/2020 2:32,0,24.13.85.243,100,649,1,5/6/2020 2:32,R_3ewtWCjuQkbrlu5,,,,,42.05499268,-87.69509888,anonymous,EN,1,1,3,2,,3,,Good collaboration includes listening to all opinions and maintaining both individual and group accountability. ,"Bad collaboration might involve letting one person dominate conversation and ideas, and failing to evenly distribute workload. ",Call a group discussion that frames the issue in terms of problem solving rather than complaining or blaming. ,Make a team charter that lays out agreements at the beginning of a project. Have deadlines for each individual to hold people accountable. Delegate! ,Try to adopt a positive attitude/outlook about group work. Trust is important. Believe that each individual is capable of contributing effectively and act accordingly. ,"Basically, I think a lot of trial and error is involved. DTC taught me a fair amount! ",none,0,0,142.604,0,It seems to be used to capture and facilitate group discussion. I don't fully understand how it is used or how it would work. ,3,2,none,3,2,4,2,n/a,1,none,1
5/6/2020 9:08,5/6/2020 9:27,0,73.111.216.32,100,1132,1,5/6/2020 9:27,R_2uDI6pHniGrgOne,,,,,42.22839355,-87.97219849,anonymous,EN,1,1,2,3,,3,,Productive and with all participants contributing and building on each others ideas.,Having one person do all the work and other 'collaborators' not understanding what's going on.,"I try my best to make sure everyone is involved, or just hope it will go better next time.",I've learned that collaboration is important for developing ideas and can be really useful as a study tool.,I would tell a high school student that to collaborate most effectively in college they should try to collaborate with people who they know will be focused and it also helps if everyone is a prepared before collaborating (has read the assignment or tries to answer some questions on their own).,"Ideally, I would want to learn how to collaborate as a part of a class that benefits from collaboration so that the people who I would collaborate with would have similar goals and understandings on the best ways to collaborate.","I believe that collaboration can be really helpful, but sometimes is not the best because if you're not moving as fast as the other people you're working with it might be hard to contribute.",99.921,99.921,206.619,1,The data capture platform is supposed to help collaboration by analyzing the conversation of the group and pointing out patterns. This technology could help identify if there are areas of collaboration that the group could improve on/evaluate their collaboration.,4,3,"I'm a little confused by who used the platform, would it be an instructor monitoring groups of students, or would it be students evaluating themselves?",4,4,4,2,,2,,1
5/6/2020 9:19,5/6/2020 9:29,0,58.182.107.52,100,590,1,5/6/2020 9:29,R_3kjHHu0OUO7fib1,,,,,1.315307617,103.924408,anonymous,EN,1,1,2,3,,3,,A team where everyone is contributes to the common goal. Everyone should laso have a good understanding of the requirements and team expectatios,There are individuals who are just want to get over with the project and do not want to put in effort.,"Speak to them nicely and set expectations clearly. If they still do not listen, we just move on.","Time management, allocating equitable amounts of speaking time, having clear agenda and goals for each meeting","They should be proactive in reaching out to their collaborators and not be scared. Subsequently, be as explicit as possible in the initial stages. It is ok to ruffle some feathers.",I will want to work in a diverse team of people who understand each other's expertise and strive towards a common objective. ,,3.875,6.009,130.713,2,The purpose is for faciliators or gorup members to look back on a discussion to identify common phrases and words used as well as some analytics on individual speaking time.,4,4,,4,3,2,1,Pictures!,1,,1
5/5/2020 15:49,5/6/2020 9:43,0,73.247.16.34,100,64464,1,5/6/2020 9:43,R_12u0wyAH2gzwtjq,,,,,42.05499268,-87.69509888,anonymous,EN,1,1,4,3,,3,,Everyone is actively working on what they were tasking with doing and everyone comes to an agreement on what they should be working on.,"""All happy families are alike; each unhappy family is unhappy in its own way."" 

In some bad collaborations, everyone argues over what should be done, leading to nothing getting done. In others people disagree over what should be done, and thus do their share of what they think should be done. Alternatively this can happen even if people think they agree on what should be done, when in actuality everyone disagrees but heard what they wanted to hear.

On the other side sometimes everyone agrees but certain people continually fail to keep doing their share of the work.","If there is disagreement between me and another as to what to do, I attempt a vote. Often times other members shrug and say they could go either way, then I back down the first times this happens. If this happens again in the same group, I side with whoever was right last time. If that is me, and neutral parties still avoid taking a stand, I wait till the person I disagrees with backs down. If that takes an exceptionally long time, I back down.

If it is a problem of someone not doing their share of the work, I gently remind them, then get more forceful, then once the deadline gets close, I do it for them. In professional environments, I tell my boss why we as a team couldn't get there in time honestly. ","It can't always be majority rule. If it is the case that one person is routinely outvoted they will be bitter and do less work. 

Everyone should be involved in both decision making and work.

Clear communication is crucial.

Battles must be picked and chosen.","Partner with people you know, so they feel guilty about not doing their share of the work. You may still fight but social responsibility is needed because professors are bad about letting weakest links getting off the hook.",In situations like it would be in my professional context. I want to learn how to collaborate where consequences are better for when people aren't doing there share.,"With classes with extensive group work, schedule 50% more class time and devote 50% of class time to group work. When I worked at my job everyone was at least physically present in the same building for set hours of the day.",0,0,13899.972,0,"It is able to record conversations in a classroom then report back on various metrics. For example, it can detect which students are contributing the most to the conversation and measure the emotional tone of the conversation.",4,3,"I am really suspicious about how it measures analytic thinking and tone. I think there are probably linguistic differences across these with regard to race in gender. If a teacher can account for that sure, but we don't want an algorithm trained on how men talk deciding that this particular approach constitutes analytical thinking and then miss when female students think analytically but articulate it in different terms. ",4,4,4,2,,2,"I think this really could have the potential to help but I hate being recorded for someone else's use. There is no way this could ever be done voluntarily. Kids would absolutely be pressured into doing it by their teachers and I doubt a school would back off if one kid (or their parents) didn't want that. You students are stupid and say stupid things and this absolutely would be used against them. Keep surveillance out of my classroom please. 

With regards to an amazon echo, those are absolutely creepy, I do not want them. They at least pretend not to keep recordings and transcripts of what I have said.",1
5/6/2020 10:53,5/6/2020 11:10,0,76.29.74.113,100,991,1,5/6/2020 11:10,R_1DBB86cpB6vlDhk,,,,,41.74159241,-87.9375,anonymous,EN,1,1,4,4,,3,,"Good collaboration entails good communication, preparation by each of the individuals before coming together to share ideas, and full attention and willingness to help when needed. Good collaboration also means efficiency. Working efficiently is important for getting the most done.","Bad collaboration includes poor communication, lack of attention during team meetings, unwillingness to help others or come to conclusions together, or the lack of work getting done by specific individuals in a group. Bad collaboration means doing the work in a piece-meal way but never coming together to see what the others are accomplishing.","Honestly, I've had very few poor collaboration experiences. In theory, I think I would respond by first identifying if I am a problem or a leader in the collaboration. If I am the problem, then I must change my ways. If I am a leader, then I would lead my team in a discussion about what is wrong and what needs to change. I would try to understand what is causing the problem (i.e. lack of interest in the project, lack of time, etc. etc.)","I've been taught that being a team player is absolutely essential for success in engineering and the world. Sometimes your idea won't win, but that's ok as long as everyone is heard and the best idea (objectively) is being put in place. I've also been taught that often working with people you are comfortable with makes the project more fun and more exciting to accomplish. ","I would say: be friends with your teammates. These friendships and working relationships can stay with you throughout the years, and you never know if it might help you in the future (both in a career way, and not). Additionally, I would say to be communicative. Make sure everyone knows where you are on your responsibilities, and be open to criticism (within reason). It can help you grow as a person.","Experience! You can't learn collaboration through books or tests. Go into groups and work together to create something. The more practice you have in interacting with, and listening to, and sharing with groups of people, the better you will feel and do.  ","Sometimes you have to change your work ethic to jive better with a group, and that's ok. For example, I like to work last minute and late at night. But this is unsustainable in a collaboration environment. So sometimes you are challenged as an individual to change your ways even if those way are successful for you in your own time and place.",28.021,28.021,113.815,1,"The data is used to highlight specific parts of group discussions. You can hone in on certain parts of the group discussion (ie. repeat and cut segments), or you can gauge interest/emotions/confusion about certain repeated topics.",4,3,"For some group discussions, I would find some of this data too ""extra."" Like as in too much data. But for other discussions, I see where this might be useful.",2,2,3,2,,2,,1
5/6/2020 12:10,5/6/2020 12:27,0,68.132.55.52,100,1020,1,5/6/2020 12:27,R_BK7vMU1VMSrdZeh,,,,,40.86810303,-73.40940094,anonymous,EN,1,1,4,2,,3,,A good collaboration is when two or more students work together equally to produce work that is greater than the sum of its parts. That means that the work they do together is of a higher quality than what could have been accomplished alone.,A bad collaboration is unequal work or just straight up taking credit for another person's work.,"I usually talk to the person I'm working with to understand why they are not collaborating well. If the issue is understanding the material, I sit down and explain it to them and explain how to do some of the work. If the issue is laziness, I tell them they're not going to receive my work for nothing. If the issue persists, I end my collaboration with that student. And if I am unable to cut ties, I ask my professor for advice.",I have been taught how to work with others in group projects by working equally together. Most of what I learned without discovering it myself was through DTC.,Take time to learn together and share ideas before you jump right into the work!,"It's hard to teach that, I think it really is something that can best be taught through trial and error.",,5.483,6.174,337.59,2,"The platform records group meetings to allow users to see what goes on during the meetings. This is done by using AI to analyze the audio and pick up key phrases and several different qualities to the conversation, such as emotional tone and level of understanding.",4,5,,4,2,5,1,"If it hears certain key words, it could provide explanations or more details.",2,,1
5/6/2020 10:32,5/6/2020 13:35,0,173.15.102.22,100,11000,1,5/6/2020 13:35,R_DpBC2etQBwxf5Lz,,,,,41.90319824,-87.63829803,anonymous,EN,1,1,2,3,,4,,One in which people are working together word understanding a problem and at the end everyone has a solid understanding of the task finished.,People working individually or others breaking ahead and leaving the group and others to be confused.,"Usually by finding a better group, or trying to talk to those speeding ahead to explain some the the problems they understood. ","To make sure that everyone is contributing to the group discussion, or the group project.","Try to find people who enjoy working in groups, and make sure that your teams have members that help the others.",Project based collaboration. Much like DTC. I think that's the best way to learn.,,0,0,249.959,0,"Essentially the video record the conversation that is occurring during collaboration of something, and analyzes the content. It tells you a number of things about the speaker, including their tone (how emotional, confused, analytical, clout, etc) and how much they spoke and when.",4,4,"Does it record what I am saying? If I am taking an ethics class, and have to argue a point I don't agree with in a group collaborative discussion, could this be recorded and later used against me?",3,4,2,1,"Maybe something that gave me feedback about my tone, and how clear/how much I was talking",1,,1
5/6/2020 11:04,5/6/2020 13:57,0,71.128.12.185,100,10387,1,5/6/2020 13:57,R_3oKKPTgN2sSd7H7,,,,,32.95109558,-117.2240982,anonymous,EN,1,1,2,3,,3,,A good collaboration is when both parties contribute similarly. This forms the basis for the biggest advantage of collaboration to bounce ideas off each other and fill each other's gaps in knowledge that would've slowed progress.,One party does most the work and/or spends a lot of time trying to articulate things between them.,"I would bring the problems up with the person. If it can't be resolved, depending on the situation, I may end the collaboration.",I can't remember being taught specific things other than to listen and not be afraid to voice my thoughts. ,Find partners that you have confidence in and have self-confidence with. The effectiveness of teamwork is higher than you think so long as all parties contribute.,I would like to have learned it independently but guided by recommendations,,162.782,184.558,186.31,5,To capture discussion topics to help identify trends in participation between different individuals.,3,2,,2,4,2,1,Real-time feedback would be helpful for in the moment regulation of topics and behavior between partners/teams. Post discussion reflection is useful but its influence on future collaborative may or may not be powerful as in the moment regulation processes.,1,,1
5/6/2020 14:00,5/6/2020 14:08,0,73.45.142.90,100,453,1,5/6/2020 14:08,R_33264EAypYAYzla,,,,,42.22990417,-87.84259796,anonymous,EN,1,1,1,4,,4,,"Everyone contributes, everyone is respectful of one and other, people are not afraid to voice their opinions. ","one person carries everyone else, and the other people in the group do not put in as much effort or time. ","ask people to put more work in, ask the professor to intervene, ask a classmate for help. ",I have been taught to respect other's opinions and be respectful of them. I have also been taught that you are responsible for your actions .,"I would say to remain open to others, and don't assume you are the smartest person in the room. ","I would want to learn collaboration, choose groups instead of being assigned into a group. ",,0,0,158.036,0,"The platform is intended to help students and professors connect more, given the increasing number of students compared to professors.",2,5,,5,2,5,1,,2,,1
5/7/2020 8:15,5/7/2020 8:30,0,181.62.21.68,100,851,1,5/7/2020 8:30,R_6QG2jZdYfR6CcF3,,,,,4.649307251,-74.06169891,anonymous,EN,1,1,2,3,,4,,Good collaboration is when everybody inputs ideas and communication  is clearly  there. ,"Not everybody is inputting ideas, some people are  just copying others  work. ","Try to initiate the conversation, explain my ideas instead of just showing them and  vice versa. ",Collaboration can only be done when everybody is inputting a fair amount of work and it is important to identify strengths within the group to  make things more effective. ,Collaborate in a work environment where  you  can talk but  still  concentrate on  what  you are doing. Seek  others opinions  before simply assuming something .,"I think it  is best  learned by doing it  in both in class and out of class, team projects are key to learn successful collaboration. ",NA,58.742,58.742,138.01,1,The platform  records conversations and collaborative  communication  and gets important data out of it. It not only gets  a full transcript of the conversation but also classify how emotional or analytical was the conversation and also classify where most of the talking came from. ,4,3,,3,2,3,2,,1,,1
5/7/2020 11:01,5/7/2020 11:10,0,66.31.238.136,100,587,1,5/7/2020 11:10,R_C96m5PkOYUZykdX,,,,,41.66459656,-70.34519958,anonymous,EN,1,1,2,3,,2,,I would describe a good collaboration as people who engage and work with one another to achieve a common goal.,I would describe a bad collaboration as people who disengage and only engage when it benefits them.,We address the person and what they are getting distracted by. Then we call them out.,It is about give and take. You give your input and then you willingly take in someone else's input.,"First of all, do not be shy. If you have a quiet voice, you need to work on getting louder, otherwise you will not be heard.",Just as I explained it before in the previous questions. Give and take and ask and receive. Work towards a common goal.,,51.791,75.222,139.278,3,"It's purpose described in the video is beyond my understanding; personally I would benefit from interacting with it for a bit. If I had to, I think I would enjoy seeing how the feedback presented to me about what keywords or tones I had could affect how I present myself in the future.",3,4,,4,3,3,2,,2,,1
5/7/2020 13:58,5/7/2020 14:16,0,121.129.80.133,100,1074,1,5/7/2020 14:16,R_3iCG1wTE1scdCsP,,,,,37.59230042,126.9674988,anonymous,EN,1,1,1,2,,1,,"A good collaboration entails effective communication, efficient division of work, even contribution, clear goals, sense of responsibility among all members and united effort","Inefficient communication, illogical division of work, unclear goals, competing objectives and a lack of effort either overall or in some group members","First communicate the problem and discuss solutions with group members; if this does not work, either do all the work myself or get help from instructors (in school settings)",Ways to communicate effectively/assertively; the importance of communicating goals and making everyone understand; the role of a leader in group work,Set goals with clear deadlines and well defined consequences of not meeting them for unjustified reasons ,"I would want to learn general principles in collaboration through some form of class/lecture, but focus more on actually collaborating with other people and learn from experience",,1.717,122.042,123.02,26,"It facilitates collaboration by allowing detailed analysis of different aspects of discussion. By giving detailed analysis of the transcript of the recorded discussion, it facilitates the process of tracking contents as well as allowing one to analyze individual contributions",4,2,,3,3,3,1,Providing visualization ,2,,1
5/7/2020 14:46,5/7/2020 15:10,0,96.255.138.249,100,1487,1,5/7/2020 15:10,R_1EYgWyMcmLklKyZ,,,,,39.08279419,-77.16739655,anonymous,EN,1,1,4,2,,2,,"Everyone is prepared regarding the background and concepts for what is being worked on, and everyone is doing their best to lend their expertise and help and be engaged.","Lack of preparation and/or understanding, but particularly lack of effort and/or care.","If I am in a situation where I am being forced to collaborate with someone who is turning out to be a bad collaborator, I do my best to communicate ways in which they can contribute, however if the behavior continues and it is necessary I will finish all of the work myself.","The more communication the better, regarding how you can help, what your strengths are, and especially whatever questions you have to ensure everyone is on the same page.","Do your best to be a good teammate, be communicative about your strengths and weaknesses, where you're at with the material, what realistic amount of time and effort you can lend - doing all of this will encourage others to do the same.","There were definitely some opportunities to collaborate in pre-college education, however I don't think it was ever emphasized what kind of expectations teammates should have for each other, nor was how to be a good teammate ever really explained. I wish collaboration projects across the board had better ways of keeping every individual accountable even if the work itself will be contributed to by everyone.","I thought once I got to a college like Northwestern, difficult teams and lazy teammates would disappear, however I was quickly disproven and realized they are just part of life.",0,0,658.473,0,"It was not immediately apparent, but my understanding it this is a platform where people can host meetings, and helpful data is collected, analyzed, and displayed real time to help participants understand the effectiveness, subject, and general tone of the conversation.",4,4,"In theory I think having that data could be very interesting and potentially helpful, although learning how to interpret it and what to do knowing the information may take some time, however I can imagine the NLP and tone detectors not always being correct, and this type of inaccuracy could lead to unintended consequences.",3,4,3,1,It would be perhaps helpful to have the speaker be more transparent about what it's currently doing.,2,,1
5/5/2020 15:53,5/7/2020 23:06,0,108.208.102.105,100,198731,1,5/7/2020 23:06,R_uh0hzpKBJvYq7qV,,,,,42.05499268,-87.69509888,anonymous,EN,1,1,3,2,,3,,"A good collaboration involves an open flow of idea between all party members to sustain an active dialogue. I think the ping-pong/back and forth aspect of collaboration is most important, as this allows for parties involved to share their thoughts and receive feedback. It is most important for this to be done respectfully and with open communication.","A bad collaboration is when there is one person running the project, but without input from other members (either because the one person is dominating, or nobody else wants to participate). When it is not nearly equal parts of contribution, this becomes an issue it then becomes the work of one individual instead of many.","Admittedly in the past, I've been the type to take on the work if my group mates are slacking, which ends up poorly for everyone. In less extreme cases where it's usually one group member who doesn't do the work, it helps to assign everyone roles and also ask for their input if they're not contributing. ","That there should be an almost even split of work, even if someone takes a leadership role. It is your duty to communicate openly on the team and call each other out if there are any difficulties/disparities in work quality.","I would say what's most important is being responsive. Both in an actual meeting setting where things are being discussed and when communicating over text message; it is hard to get work done when people are not responding or communicating at all. Don't be afraid to share your ideas! As long as there's an open flow of thinking happening. Additionally, it's important to have at least one person in the group serve as an anchor to guide the discussion and make sure the collaboration is efficient.","By being in a positive collaboration space and learning from others who work well in teams; I think learning by example is the best for people, and so once you're exposed to a positive collaborative work environment you're able to internalize certain skills without even being conscious of it.",,0,0,24017.01,0,"This platform is to allow instructors to monitor group work done by students. Discussions will be recorded and analyzed for speaking time of individuals as well as quality of speech (emotional tone, analytical, etc.)",4,4,"While it does offer a transcript to provide context, I think most often busy professors may not have the time to go through and check individually. I think many students tend to make jokes and speak in ways that may show up as non-productive, while the truth is they are just comfortably interacting with their peers. ",4,5,5,2,,2,,1
5/7/2020 19:16,5/8/2020 1:21,0,73.45.117.175,100,21883,1,5/8/2020 1:21,R_6heKeUimahIIaat,,,,,42.07699585,-87.72090149,anonymous,EN,1,1,3,3,,2,,"I good collaboration is based on group members helping others with good will, actively participating, and being patient of others to catch up on challenging material.","Group members being impatient of others, saying disrespectful words and arguing, and not caring enough about the project.","I try to be patient and understanding as possible of other group members' situations, sometimes leading to peaceful agreements. ",I've been taught that collaboration is an extremely crucial topic in the real world for effective decision making.,Be respectful of yourself and to others. Always be prepared to discuss various issues relating to the topic with your group members.,"I would like to collaborate with like-minded people who are patient and respectful of others and most importantly, have similar goals.",,1.643,20517.117,20518.135,13,"The keywords may be used for searching discussions. There are control audio segments five metric based on words of discussion, including the tones of the voices. and freedom to choose devices. There is a dashboard that separates into ",3,2,,3,3,3,2,,1,,1
5/8/2020 1:54,5/8/2020 2:26,0,174.221.4.240,100,1868,1,5/8/2020 2:26,R_2Qs3oGt7Qpkd9fV,,,,,41.78210449,-87.604599,anonymous,EN,1,1,4,3,,2,,"A good collaboration is one where not only the reason for bringing a particular  group together is satisfied to whatever criteria, but also that all parties involved feel satisfied with the contributions(best case their own and all others) made to see said criteria filled.","Lack of communication
Excessive, unjustified, unwelcomed bias
Lack of effort
Lack of Uniform Expectations",I address the whatever points I can to better the collaboration experience before it's over. After it's over I reflect and see where I can grow/learn from based on the role I played in the collaboration.,"Effective communication is key
Be aware of your biases
Ensure effort is being put in effectively
Make sure everyone is on the same page for expectations","Figure out what the collaboration means to everyone, for everyone's opinion matters.
Prioritize, prioritize, prioritize: make sure you know the what and the when so you can figure out the how and how much easier.
Try and match work with interest, and don't be afraid to double up on work/delegate or share work","Earlier on in fun, safe, local community building projects with bigger implications at the state/national level (community garden = international message my community cares about the planet)","Collaboration is essential for even those who think they are working by themselves; we all eventually have to rely on someone for something no matter how trivial. So, don't be the (not-so) wise-guy and take that for granted. There should be as much shame in depending on others as there is striving for independence: none.",17.496,18.283,254.217,2,"This is a pretty powerful analytics tool! Utilizing this is definitely be taking a positive step in the ""Smart Classroom"" area, and I feel that this would especially help bridge gaps (from an undergraduate who has taken/is taking classes taught by research focused intruction) between ""out-of-touch"" instructors and students with non-standard learning styles.",4,3,Good choice to keep it descriptionless,3,2,3,1,"The ability to actively choose when you are on or off the record, but paring this with notation of when something was said privately for the involved parties",1,,1
5/10/2020 0:39,5/10/2020 0:56,0,65.188.104.25,100,1009,1,5/10/2020 0:56,R_3jV6vK132wPy4QB,,,,,35.41549683,-80.61430359,anonymous,EN,1,1,1,2,,2,,Good collaboration is when everyone is engaged and equally participating in an ongoing discussion. ,It is difficult to collaborate when one or a few people are dominating the conversation. Extended periods of silence/general lack of participation can also make collaboration difficult. ,I usually try to prompt participants to speck by asking specific questions and/or asking the opinion of a specific person.,Collaboration is not one-sided. All parties involved must contribute to collaboration to be successful. ,I think that it is beneficial to voice your opinion. It ensures that your perspective is taken into account and can also lead to discussion. ,"Ideally, collaborating would be taught by doing. It is much easier to think about working with others than it is to be placed in a group and expected to complete a task together. ",,0,0,167.384,0,"The platform is intended to aid in group discussions. It organizes discussion material using key words, and records everything through use of a transcript. ",4,3,,2,2,2,2,,1,,1
5/11/2020 7:36,5/11/2020 7:54,0,165.124.85.29,100,1030,1,5/11/2020 7:54,R_2wLBYa7605PVURV,,,,,42.05499268,-87.69509888,anonymous,EN,1,1,2,1,,3,,"The participants move together through the material, taking time to help out those who feel left behind.","Participants work on the material before hand despite that not being agreed on, making the pace of the collaboration awkward.
Participants meet and instead of working together, everyone works on their own, only speaking up ti ask questions.
","I keep quiet and move with the flow. I am an international student, maybe that’s how people do things here. How would I know?",Unfortunately at Northwestern mo one teaches students what good collaboration is. They just tell you to collaborate. I have just learnt that collaboration in the US is painfully individualistic.,"Always do it with friends, where you can communicate your needs and ideas comfortably. Strangers are frustrating.","Video simulation examples of good vs bad collaboration. It would show the situations that lead to bad collaboration, and how to correct those situations.",,161.133,162.034,163.957,2,It monitors how time in discussion is distributed between silence and communicative collaboration. It provides a transcript of what is said in the discussion. It can flag offensive or hateful statements. The platform helps professors monitor discussions.,4,3,,3,2,2,2,,2,,1
5/4/2020 12:48,5/4/2020 12:51,0,73.111.221.96,34,185,0,5/11/2020 12:52,R_2TvJ2SrBgKftVlX,,,,,,,anonymous,EN,2,1,5,3,,4,,"Open discussion, routine communication, and updating one another daily/whenever something new is done","Lacking communication, no delegation, inequity in work distribution, so a subset is doing far more work than the other",I often discuss with the group members working hard how we can better engage members who aren't,,,,,,,,,,,,,,,,,,,,
5/1/2020 13:31,5/4/2020 12:54,0,165.124.167.1,6,256996,0,5/11/2020 12:54,R_w5FOZQ33AcRbGEx,,,,,,,anonymous,EN,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2020 12:46,5/4/2020 12:58,0,99.90.65.220,50,730,0,5/11/2020 12:58,R_SMGSyLvswJLVnax,,,,,,,anonymous,EN,1,1,2,2,,3,,"A good collaboration involves everyones ideas/thoughts, and fosters discussions between participants. It also involves all participants giving a chance to others and actively inviting other participants to discuss.","Expecting other people to do the work (not doing good background research/prep work for meetings), squashing down other people's ideas.","I am usually lenient if people don't completely prep before the meeting because I understand that people can be busy and might have just dropped the ball this once, but I get frustrated and upset when not everyone's ideas are being heard or people are not listening to others. I try to actively invite everyone to participate if they're not (like ""hey so-and-so, what do you think?"") or say ""why don't we give this idea a shot.""","I've been taught to have a very open mindset, and be respectful of everyones perspectives and ideas.","Keep an open mind, assert yourself (or someone else) if you or someone else is not being heard.",I think taking a required course on collaboration (similar to how McCormick requires public speaking for example) but a course on collaboration which involves in class discussion at the beginning of your college experience could be good.,,,,,,,,,,,,,,,,,
5/4/2020 13:24,5/4/2020 13:24,0,24.128.166.107,13,14,0,5/11/2020 13:24,R_e3QgNESUwtSlgBz,,,,,,,anonymous,EN,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
