ResponseId,Q19,Q51,Q52,Q57,Q55,Q58,Q59
R_25NkosoYhzJYjJB,I think that it used to look in detail into the conversation being help within a team by classifying emotions that may be held in the transcription of the conversation. People's audio can be hooked up to the device in order to capture each person in the conversation to the best ability. ,,,,,,
R_39iHAzQWKF53aA9,"Basically you set it up to listen to your conversations and it analyzes them for tone, keywords, and creates a transcript of the conversation. ","What each group member contributed, have them present on the parts they made maybe? Peer evals potentially","Overall scores from the group on how well they worked together, and if the final product is well put together. ",How others view my collaboration style and my contributions to the group,"I would adjust to improve the problem areas that I am sure exist with my collaboration, and move to become better at it. ",I think seeing the overall score for collaboration among the group would be useful to see at the end so it could be discussed and improved for the future. ,Would discuss with the group so that we could all try to improve for the future. 
R_D17eW5yZ1uxEMNj,The purpose and functionality of the data capture platform described in the video is to analyze conversations and the direction that they were taken through a audio capturing device. This has the great ability of understanding how conversations are trending but might feel intrusive for learning purposes.,Time spent contributing/making visible attempts to put in effort despite not being successful. How many times did one try reaching out for help if facing roadblocks? ,Did everyone feel like they managed to give their own input/took the decision to agree with others and carry out work in that specific direction.,Information on how the collaboration is trending towards,Try to steer the way we're approaching collaboration in that moment,Things that did well and other stuff that might need to improve on.,I would use it to apply it to future collaborations and see what tendencies I could try avoiding
R_21zbcJGjxJFFGRf,It helps people analyze a discussion after it takes place. It can tell you about where the speaking came from and what kind of thinking/speaking was taking place.,Time spent/how pleased are we with the result because everyone has different levels of experience.,"How often did you meet, who showed up, who went to the office hours. Who worked on which parts, did they let the team know when they would be done.",It's helpful to know when someone is working because it's easy to hop on and work together.,Hop on and work with them if I am free to work.,I think seeing who worked on what pieces of a project would be interesting if I had questions about how something works.,"Ask the person who did it how it works, how did they think of it, are there resources I could use to do something similar."
R_2PhTIrDv7qrLHPa,The data capture platform is used to give discussion facilitator real time insights into the interactions and collaboration within each group. The platform allows the users to enter a list of keywords that the app listens for during each discussion. ,"The information that would be useful could be the number of times he/she speaks, the number of suggestions/ideas he/she brings up.",The information that would be useful is the amount of work that the group is able to accomplish after the collaboration. ,I would like to see the amount of interactions within the collaboration currently.  ,I would use this real-time information to determine how I would change or adjust the format of the collaboration to encourage/foster more interactions. ,I would like to see the number of time each person speaks.,I would use this information to modify the format of future collaborations. 
R_A0xlEKcSuVgfd5L,"The purpose the platform is to provide facilitators with intimate information on how a discussion went. It functions as a recording device and an analyzer of words used, tone, and how much of a conversation was productive vs not amongst other tools.",A percentage of the work founded on their ideas or an idea of how much they participated in discussion on the assignment,"Whether group members felt heard or that the group was productive, whether the final product seems cohesive and who contributed what to jt","Hearing multiple people discussing, seeing more than one person actively working on the product",If I noticed things going south I would step in and explicitly encourage those who aren’t participating to start doing so and potentially use the array of who did and did not contribute as a grading scale for each individual member,"Participation rates, overall satisfaction of the group as well as individual satisfaction, data on how much collaboration actually occured",To inform how groups were set up the next time as well as gain a better idea of who in the class is doing well and who is struggling and may be in of extra assistance
R_2WHIQkTo1oJ2p1O,It allows discussion facillitators to view real-time data about the collaboration. It analyzes the words used in the discussion to determine how positive or negative the discussion was.,I'm not sure if it's easy to quanititatively measure someone's individual contribution. What someone says about or how they explain a topic may be beneficial for some group members but not others.,If all members feel that they have learned something or deepened their understanding on the topic.,I'm not sure what kind of information I would like to see in real-time.,,"After the collaboration, I think it would be useful to see which sections were good collaboration and bad collaboration, that way they could be improved for the next section.",Improve collaboration for the next meeting of the group.
R_3PhUoVCQFoXVHvH,It is a useful tool used to measure collaboration. There are keyword trackers and categorization that allows the user to see data about their collaboration session.,What work they were assigned and if they managed to complete it. Also asking other group members about each other.,The overall product or final result as well as observing them work.,Whether or not someone is actively doing work and contributing to the team,Gauge each member's team involvement,How many ideas were shared and how well they rank each member,"To see how each member did throughout the process at the end for a wider scope, not like real-time."
R_20TCSyxWc2jqPeh,"Keeping track of a group discussion. Tracking how the discussion changes, who is talking, etc.",Seeing how much each person knows about the project,Seeing how much each person knows about the project and how quickly the project is moving along,Who is doing what would be helpful or to hear how each person evaluated the level of collaboration,"See who is contributing the most to the project, who can answer the most about the project, asking them if they think it is going well",I would like to see everybody's contributions to the project clearly on the project,I would be able to deduce who did what on the project
R_27eZYaCiiQfxBsJ,It would try to gauge how much collaboration there is by viewing the types of messages being sent from people in the group.,"There are a lot of instrinsic values that cannot be weighted when discussing contributions to a group. There could be ideas that are brought up that could be implemented in code by someone else, or there could simply be morale. Of course, explicit values such as questions solved or lines written is also possbile but is not always accurate.","For collaboration quality at a group setting, it would be amount of pertinent information learned or the amount of progress made within the task at hand. If there isn't significant progress, there should be an understanding of what each individual needs to work on to make that progress.",It is hard to discern real time feedback in collaboration unless there is tracking of what question a group is on and with useful information on how to reorient or move forward with the task at hand.,I would use it to re orient the group to continue working on the question or to make progress with the new information at hand. That will ensure that the group moves forward and makes progress.,"Again, the progress made within the collaboration could be useful, but is not that important as each individual would know how much progress they made. Perhaps, having such as notes taken could be useful, but it is hard to quantify an abstract idea.","I would use to learn and see what went right or wrong within the collaboration setting. It would be hard to pinpoint down what specifically went wrong without putting blame on individuals, but it is worth being objective as there could be similar interactions in the future."
R_3GqUW8zlgNoQsVk,For educators/facilitators to improve collaboration quality in participants over time,Peer reviews (with the understanding that not all work is visible/reviews can be biased),"Individual contributions, group gel/community","Some type of metrics about collaboration quality, indications that collaboration is going poorly and how to fix it",To adjust behaviors to improve collaboration quality,"Metrics about how well/not well the collaboration went, areas for improvement and strength ",To improve future collaborations
R_DCZeDpw5L2OofRf,"It captures how the groups communicate over a channel via microphones. Using this it measures moments of deep discussion and silence, while also measuring the emotional sentiment of the words used during thee discussion",How well the part they contributed on works in the project and how well they communicated with me during the project.,Grades and surveys completed by other group members detailing the performance of their peers would be helpful in evaluating the quality of a group,How much group members are meeting to communicate on the project and how that changes over the course of a project. ,"To determine how well the group worked together, as if they were meeting on a consistent basis over the course of a project we would see that they collaborated very well.",Group surveys were members detailed their experiences with other members to better understand how well they communicated with each other,To assess the group and understand of they were a good fit for one another on the project while also examining how well the project turned out
R_vohA5vmxZDDB2KJ,To understand the flow of conversation in collaboration and to highlight key points being discussed ,How long each individual spoke in the meeting and how engaged they were in note taking,the number of participants that spoke up or a percent share of speaking time between each individual,A running chart of how often each participant is speaking,To see who needs to be encouraged to speak and who should share the floor more often,Feedback from each individual on how much they felt they learned,To see if there is correlation between speaking time and information consumed
R_233Sa4CdzIhgoGx,"The platform captured data on group discussions and created a live transcript of what was being said. Then, AI was used to highlight how that discussion was going based on an analysis of what was said. This was meant to provide feedback on the quality and amount of discussion.",,,,,,
R_1GJmZDk5XhI47dB,Given discussion facilitator real time insights into each group's collaboration but they are using machine learning ,What the final project looks like and how each person contribute (sometimes they aren't necessarily tangible),"Whether we are doing a good job and ways we could improve as a group, or even things that may be helpful",doing a goo/bad job,Tailor my collaborative skills to make them a bit more useful,,
R_2pL8GAQOrixdTEV,The purpose of the data capture platform is to gather information on group discussions and collaboration. The data capture platform provides functionality like keyword tracking and directional audio detection.,"I would measure the amount and type of things said during a collaboration session. Another useful measurement would be seeing their contributions to the final idea, even if their ideas were rejected.",I would check out the progress made on the main task.,I would like to see the evolution of the main task as the group discusses it.,"By seeing the progress we make on the main task, I would be better able to adjust my thought process so I'm contributing useful ideas to the group.","I would like to see what I contributed to the final result, how much I spoke, and a transcript of what everyone said.",I would adjust the way I collaborate. I would also change the way collaboration is taught.
R_3kFcrxwui4CFBNp,The data capture platform is used to monitor collaboration meetings to highlight metrics that occur during the meeting using machine learning. This tool does not offer any insights but only highlights key metrics,Story board points are essential because lines written are not equal,I think peer evaluations are useful because it tells you how well the group works,A burn-up chart is useful to see if progress is accelerating or slowing ,To intervene if there is an issue arrising with the group,I would like to see peer evaluations to see how well the group viewed themselves,This information could be compared to the burn-up chart to view differences in how people view themselves versus progress
R_3HBR6KQNPFi6eWK,this platform can help us review what we have done on the class and get an idea of how everyone feels,time they spend and the result of their part of work leads to,the time we use of completing each part of job compared to the antipated time,,,the result of the work,get some lessons from where we made mistakes
R_eDucXlR8N3z6Tbr,"This device captures data about audio coming from different directions during a discussion. It creates transcripts of what was said during the discussion, that can be reviewed at a later time to revisit critical points. It also measures the amount of participation from each direction to monitor who is and isn't contributing to the same extent.","Peer reviews of performance would be useful. Additionally, clearly defined roles and responsibilities make it easier to assess who is contributing and who is lagging behind.",Output on project deliverables and the overall quality of work would be useful in evaluating collaboration quality at a group level,"Nothing comes to mind, although regular peer reviews of group member participation would be helpful in assessing who is lagging behind in the group's view of the situation","This real-time information, say on a weekly basis, can be used to adjust behavior and contribution based on anonymous peer review","Similar to real-time, peer review but maybe with the addition of manager/professor feedback (whoever is receiving the deliverable)",This post-hoc info helps assess group level collaboration as well. This is a learning experience for everybody.
R_bwQm6M2qkaqaWiJ,"The data captured shows whether or not key topics were discussed by tracking key words. Also, you can see which direction the audio came from to see if a certain group of people were not participating","Whether the person is staying on topic and focused on the task. Also, they must get along with other group members.",The group is efficiently getting through necessary tasks while ensuring that none of the members are confused or falling behind.,I am not exactly sure what is being asked here. Maybe whether we are getting through our task on par with other groups/ on schedule.,"Work to change our collaboration method, whether that means slowing down and focusing more on details or finding a way to be more fast and efficient",Whether all of the members successfully understood everything that was done by the group and whether the group achieved its goal,"For the group success, see if anything needs to be improved for the next collaboration. For a member being confused, make sure they are more included in the next collaboration"
R_3lXl2ZvfQv5C193,To gather different keywords about the capture and transcripts and also the gather different metrics that will be helpful in evaluating the group collaboration,"How much information he/she is actually providing to the team, his/her insights, contributions.","The quality of the final product itself. If the tasks the group was asked to do or their goals achieved met all the requirements needed, then that is a direct consecuence of how good the collaboration and effort of the group was.",How the group is communicating vs. the final product,To gather inputs and observations about how the group will do at the end of their tasks,How the group communication was while attempting to do their tasks vs. the final product,To see if future groups are going to have the same rights and wrongs
R_3e9qYInHSBOBWHG,They allow the capture of transcripts which then show different areas that were discussed. ,I just need to know that everyone is participating and that there is progress being done to meet our benchmarks. ,How much someone is engaged and how many of the members are present and up to date with the progress. ,questions answered (on a problem set) or how much writing they've done (in a report),To assess who's done more work and who needs to step it up a bit,A mood chart is a chart that allows people to give thoughts on how they thought the session went. ,We would see how our collaboration session was based on people's moods post collab and keep working hard on our next session. 
R_129lXfWiHNhmth8,"Blinc seems like a great tool for in class learning. By pinging the direction of the speaker and tracking that data, one gets a better idea of how much they are speaking.","Speaking time, but mainly peer feedback",Feedback from within the group is the primary and main thing that is useful for me to evaluate group level collaboration,Peer reviews weekly or biweekly strongly help,"Depending on what I see from these peer reviews, I would change my collaboration style accordingly",peer reviews,"again, peer reviews allow people to see what the main people working with them truly think about their group work"
R_2tyavwzDhOIjhns,"The purpose of the platform is to enhance collaboration. It has many features to help keep track of how the collaboration is going in real time, including a timeline, a dashboard to show when discussions are happening vs when it is silent, and a dashboard that keeps track of the direction of the conversation.","The quantity of work that they are contributing, whether their ideas are taken into account based on their quality, and whether they are doing all the work vs part of the work.",What percentage of the activity/project each person contributed to and the dynamic of the group (if some people made themselves the leaders vs if everyone is comfortable contributing equally),If each of the members are actively participating and how much of the work has been completed vs is left to do,"If it is found that some of the members are participating more than others, we can shift so that the other members participate more.",Whether every member of the group is satisfied with the work and how efficient the group was at completing the work.,"In terms of satisfaction, this can be used to gauge whether every member's ideas were taken into account. Efficiency information can be used to improve efficiency the next time around."
R_ujJDq4chx9pjGhz,"The data capture platform listens and records multiple recording devices while in discussion and then analyzes the conversation through word choice, tone, and other factors to determine how positive or negative of an experience it was.",The number of feedback/comments an individual says in response to others and how much time outside of the group they are spending to prepare for the group.,"Team chemistry, how comfortable people are with each other and with speaking up about their thoughts and opinions.",Objective good/bad/neutral information in response to real-time collaboration.,Analyze the collaboration taking place and discussing whether it is the most efficient discussion it could be. ,Suggestions on how to make collaboration more impactful and useful. General feedback on how the collaboration went.,
R_12RUUk4BlWS795c,To determine how effective group discussions and collaboration sessions are. This is by keeping track of a number of factors such as how time is being allocated in sessions and what exactly is being said,The ideas they've contributed and their attendance at group meetings. ,The overall outcome of the group project in terms of fulfilling project criteria. ,The number of times groups meet and what happens during each meeting ,To determine how to move forward and compare this with the actual progress of the team,"The coherence and consistency of the project itself, even though multiple people work on a project it should not look like it was created by different individuals. ",To evaluate how effective the team worked together and produced a consistent project/report/program.
R_214CSLo3XvFtfRC,The purpose is to better track and understand online collaboration. It picks up audio and analyzes the key words to categorize them.,"What parts of the project did they cover; did they have other miscellaneous contributions such as coordinating meetings, etc.",Quality of work completed.,,,,
R_1P1Aj7WjvsNRbos,"The purpose of the data capture platform described in the video is to provide data about how a group collaboration went. In particular, the platform produces easily digestible graphs and charts to see the kinds of topics and discussions a group is having during their collaboration.",Tracking their work and participation,"Seeing how well, clear and timely our communication is.",Everyone's participation,improve the group's collaboration,everyone's amount of work done,improve the group's collaboration
R_3NKWDMIN2wVBXjw,A platform that monitors the conversation of the group throughout meetings to allow for closer monitoring of a groups interactions,A list of what a person's contribution was to the team along with the peer review system that is commonly found at Northwestern.,I would prefer there be a team leader that can be the liaison to me and I can ask them how the group is working as a whole.,"Sitting together, talking regularly, and meetings starting with a dialogue of the goals and plan rather than immediately starting work.",I would use it to see how well information is flowing between members and how organized it is. ,The post analysis of the group on their performance. ,To see where the members are coming from and find areas that need further attention. 
R_yl6GOk575CyXl3H,Purpose to me seems to get more data around the way the discussion has been going on in the class. This should help with collaboration somehow.,,,,,,
R_3MnwNPKceXljwDi,It's a system whose purpose is improve collaborations. It uses recordings of discussions to analyze what can be improved.,Anonymous surveys done by everyone in the group to evaluate each person's contributions. ,I think a record of qualitative observations during group meetings would be helpful in these type of situations.,I would like to see information on engagement on the qualitative and quantitative level. ,I would use it to analyze the level of contribution of each team member. I would then use this information to propose adjustments to the group's work style.,I would like to see each individual members thoughts on how they contributed to the group as well as how they felt others contributed. ,"I would use this data to see what I could improve on my self, and see what worked and what did not. I would take these lessons and bring them to future collaborative projects. "
R_2cpHdLxuWkIVeuC,"The data capture platform can be used to analyze group meetings. It analyzes the periods of silence and discussion to see how efficient meetings are, and analyzes emotions to tell groups whether their discussions are positive or negative.",A method that I often use is to look at what role the participant played in the final solution of the collaborative group.,"Ideally, every member of the group would have an equal part in contributing to the final design of a group.","The progress of what they are working on, as well as what exactly they are working on, would be useful information in real time.","We can use the progress checks to figure out of the member needs help, is perfectly fine, or is on track to finish early so that the group can allocate tasks accordingly.",The overall role that each member played in the final product of the group would be useful after the collaboration is finished.,We can use the higher-level view of the collaboration to calibrate each role in future projects involving a group.
R_2720PGYi15ea7Xt,"The data capture platform described in the video would help people better understand how discussions that they are part of work on a deeper level. From key words to general trends within the discussion, it is a data-collection app to help better understand how to improve collaborations.","How active they were in the discussion, how critically they considered the opinions of others, how much the final product was influenced by their discussion, how prepared they were entering the collaboration.","How many varied opinions were considered in creating a final product, how much time was spent discussing as a group, how prepared group members entered the collaboration as","Analysis of opinions, preparation time before the actual discussion/collaboration","Knowing how much time they spent digesting the information helps me understand who's critically analyzed topics or problems that need to be addressed, and helps me know who's ready to develop not only their own ideas, but the ideas of others as well.","Who was able to contribute to what parts of the collaboration final product, whether it be in actually completing it, or in helping the group arrive at the conclusion that it did.",This would help me understand how effective the collaboration was in bringing the ideas of others together.
R_3PFG1CbhJ1rEq8X,The data capture platform focused around collaboration. It measure chemistry students and their levels of collaboration. ,"I think it would be useful to understand how and why an individual is thinking the way they are. In other words, I believe understanding one's background is vital to this. ",I think that the kind of information that would be useful to evaluate collaboration quality include discussion and opinion. ,I think that collaboration quality information that would be nice or ideal to see in real time include survey results or possibly some way to track satisfaction. ,"This real time information, in my opinion and thought, would be used to improve the level or capacity of collaboration. ","After the collaboration, I would like to see collaboration-quality information that quantifies the collaboration quality from the start to the end of the project. ",I am not yet sure how I would use this post-hoc information. I could possibly use it to cultivate a new project. 
R_2D0kKMerRf9PqRh,The purpose of the data capture platform is to take conversation and analyzing the quality. This could be useful in making sure discussions have higher quality,Useful information may include how often and for how long an individual speaks.,Useful information for determining quality of collaboration is how evenly spread out conversation is between members and for how long.,I'd like to see how long a person has given input or helped collaborate in relation to the other members.,This would help guide who to involve more in terms of discussion and actions,Maybe a rating of how welcomed and heard someone felt after the collaboration.,This could be used as reference to guide others about how to act during the collaboration.
R_3EbcGNoHsu2zHYi,The data capture platform was used to record and give metric on collaboration. The data capture platform would do this with a given array of 6 microphones and keywords. When the data capture platform was given these inputs and devices it would then provide a collaboration metric of which areas of the room had said more and what they discussed.,Written plans for delegated work and which work was completed (git commit history and a written work plan).,Overall closeness to goal as well as any significant hurdles overcome while working.,I would not like a system that gave real-time collaboration-quality information.,If this information was given real-time it would affect the workflow of the collaboration and cold potentially paint someone in a negative light.,"Time each collaborator spent working, regardless of role assigned just to better understand how difficult the parts I didn't do were to achieve.",I would use to make better informed decisions in my next collaborative effort.
R_26aHLgW9A8ZIZBr,"Recording voice analysis birth voice data, including intonation, emotion, etc.",,,,,,
R_3IVH0f5wvQh9WXu,The data capture platform in the video has a purpose of analyzing collaboration in a particular project.,How much effort have they spent in a particular project (time and efficiency as well),"How much time someone spent on a project, how many ideas/solutions they came up with.",Ask teammates to rate others on how much they are contributing so far and how effective of a teammate they are.,I'd use this to determine how well teammates are collaborating together right now and what changes they can make to increase effectiveness.,Ask teammates to rate others on how much they contributed and how effective of a teammate they were.,I'd use this to determine how well teammates collaborated throughout the whole process.
R_2BkETCTL1D2wwzc,The data capture platform records discussions and captures real time statistics about the discussion. This data can be sued to better fine-tine the collaborative learning experience.,Their level of motivation and listening skills are important pieces of information to know.,"If everyone is being heard and if everyone feels like the amount of work they do is fair, collaboration is good. Of course, end quality is an easy gauge as well.",Speaking time and variety of ideas would be interesting statistics to see in real time. Time spent collaborting vs off-task work could help.,We can encourage more silent people to speak up. We can also get on track whenever a group deviates.,"How much communication happens after a meeting. Whether it is following up on something, updating schedules and planning new meetings.",We can use this to adjust our meeting style based on the performance and "feel" of the previous meetings
R_1IbFJzN9lgYPuM6,Please provide 2-3 sentences about the purpose and functionality of the data capture platform described in the video.,Information that would that would be useful for evaluating would be work done and work done only (not hours spent or partial tasks completed)..,I think information like amount of messages sent among the team and time spent together are good metric for collaboration quality.,I team morale would be a collaboration-quality information that I would like to see in real time. ,I would use this real-time information to gauge how productive my team is going to be and hopefully make amends to boost productivity.,I would like to see some basic ratings like personal feelings and personal productivity .,I would use this post-hoc information to access how my teammates are feeling and what can be improved the next time we meet.
R_2tbbPoXI3Of1RkY,It is good. It provides a lot of data it is good. I never used such a dashboard.,Peer Evaluations - This may reveal participation issues that the instructor might not otherwise know about. Ensure that groups know how each member is doing by integrating assessment throughout the project.,Always cooperative. Routinely offers useful ideas. Always displays positive attitude. Tries to keep people working together. Almost always focused on the task. Is very self-directed.,"In realtime how a person is doing, what they are doing if they need help. Are they happy about ongoing progress.",I will use this to check with the person who is facing any problem. How we can solve it together. Do they need help or not. ,"were they satisfied with it the collaboration, how they want any changes. Are they comfartable.",I would just try to analyse the data to understand myself better and people around me. And what they want and how they want to work to be done.
R_1FFoneLofkLlbgM,"The data capture platform seems useful to track the collaboration in live time. With the keyword tracking and recording, it would be easier to figure out what the team discussed, etc..","To evaluate an individual participant's contributions to a collaborative group, it would be helpful to have some kind of tracker that lists what each person did at what time. ",I think the process and the final work itself would be enough to evaluate collaboration quality at a group level. ,"I would like to see if my teammates are putting in their best effort on completing the tasks, etc..","I would use them to either help or encourage my teammates to work harder, etc.. ",I would like to see an evaluation of our final work.,The evaluation of our final work would be useful to see how we did and think about what could've gone better during the process of achieving the final work.
R_1LTMuPYAjJv43F3," EDC software is an electronic data capture solution that lets surveyors, clinical researchers, and other field teams collect data via electronic forms. It streamlines data management and helps replace traditional paper-based forms.",Team members feel nervous to give feedback or are unable to accept it themselves.," Team members would like to  take responsibility or admit to mistakes.When it comes to developing something totally new, good collaboration means having honesty and willingness to change to make things better. Good collaboration is, “when someone takes your ideas, tells you you’re crazy or impossible, and then works with you to make them better,” said Engineering Manager Sean Xie.  Fellow Engineering Manager Dennis Stevense added that to him, being able to brainstorm together is a critical element of good collaboration. It’s about “jamming on ideas to come up with a creative solution to a challenging problem together.”","Good collaboration requires inclusivity. Our Research Design Lead Heather Young explained, “Everyone’s voice is heard, and everyone feels their opinion is valued.” She also pointed out that it’s essential for everyone to understand their role and the power of their own skillsets amongst the group. ""The most important thing is that everyone is aligned on what value they bring to the table, what the mechanism for collaboration is, and what the intended outcomes are.”","According to Head of Strategic Sales Maggie Peressini, good collaboration is “when everyone is focused and working on the same outcome.” Whether you’re “looped in” or “working in lockstep” or “aligned towards end goals”, good collaboration requires that everyone know who’s responsible for what, when it’s being done, and what the end product should look like.","Alone it’s easy to burn out. Good collaboration prevents that, allowing you to move at a pace that feels manageable and can survive the long haul. Software engineer Flavien David said, “Alone you will probably go faster, but surely you won’t last long. As a team that collaborates, you will always be more resilient and go further.”","Sometimes the temptation to engage in post hoc analysis is motivated by a desire to produce positive results or see a project as successful. In the case of pharmaceutical research, there may be significant financial consequences to a failed trial."
R_2qz4UOOnjFSAe2Q,"The purpose of this platform is record parts of the collaboration and analyze them. You can see the transcript of the collaboration, see the direction of the discussion, and the tone. ",Reports from the individuals group mates on whether or not they contributed their work in a way that benefited the team. ,A summation of everybody in the group's reports on every other individual. Also ask each member what goals they had during the collaboration. ,"Communication, cohesion, and the see if there's any conflict between the group members. ","I would use it to put out fires during the collaboration process. If we do not have good cohesion because people have different goals, I would like to be able to fix the problem in real-time. ",Reports on how every individual felt about every other person in the group and feedback about the group as a whole. ,See if there's any concerning trends within the group and see how to improve for next time.
R_3Ed53RAD7N36jYq,To get more info on participation. This can help with collaborations because you'll know what to improve on.,"Participation/engagement in discussion, the level of prepared-ness going into the collaborative group","Participation/engagement in discussion, the level of prepared-ness going into the collaborative group",Participation,"Percentage of total participation, but also depends on how prepared this person was",Participation,"Percentage of total participation, but also depends on how prepared this person was"
R_1mLByG4loMzJX7f,There is a better visibility of discussions. There is a better visibility of discussions. There is a better visibility of discussions. There is a better visibility of discussions. There is a better visibility of discussions.,I am not exactly sure about What kinds of information would be useful to me for evaluating an individual participant's contributions to a collaborative group,I am not sure what kinds of information would be useful to me for evaluating collaboration quality at a group level,I am not sure what kind of collaboration-quality information I would like to see in real-time,I am not sure how I would use this real-time information in all honesty,I am not sure what kind of collaboration-quality information I would like to see after the collaboration,I am not sure how I would use this post-hoc information in all honesty
R_21u2ciCnhSJFvLj,Data captured in real-time can be seen on the dashboard. On the dashboard we can see keywords and distribution of data etc. ,How much they know about the outcome and also about the process the group followed. Comments on other group member's contributions.,"Again, the quality of outcome. Group member's knowledge on the process. ","Results of smaller parts of the project, elaborated by a different member each time.","We can derive the participation of the group member who is presenting, and also if there was enough contribution by others.",Comments on each other's contribution.,We have a good probability of getting to know every group member's contribution and the group's collaboration quality based on these comments
R_2uWkPpWUA9Aosgb,The platform described in the video provides many useful characteristics. The ability to use keywords can definitely better increase understanding of the discussion content.,I think a summary of what each person contributed would be useful in evaluating the individual contributions in a collaborative setting. ,I think being able to understand everyone's strengths and how that translated to the final outcome is a good sense of information. ,"I am not sure what collaboration-quality information is referring to, but I would say speaking clearly and being vocal of one's own opinion. ",I would utilize it to better understand what level of understanding exists in the team and whether or not someone feels left behind.,I think a reflection from each members serves the other members in understanding what went right or wrong and using that reflection to better impact future experiences.,I would take note of what I can improve on in order to grow in those areas in the future. 
R_22QuUOHZyM8pOuF,"Platform is for analysing discussing. Also, it aims for helping communication. ",self work evaluation and expression. evaluate by other team members at the same time. ,what a team finished in the end.,"ideas, processes percentage. ",evaluate every members' work.,everybody's self-summary. ,learn from other's work. See what I should change for better team working. 
R_21vuDNVBOW6dgwZ,Used to collaborate with people effectively. To ease out the process of communication and collaborations. ,"Quantitatively, can be assessed through various parameters around the project. Qualitatively, can be judged through soft skills - punctuality, honesty, dedication. ","Quantitatively, can be assessed through various parameters around the project. Qualitatively, can be judged through soft skills - punctuality, honesty, dedication. ",Flexible towards the novel methodologies to obtain a high quality output. ,Inculcate these values among the team. ,Be content and composed after the output is achieved post collaboration. ,Try to implement the above information to my best and evaluate where do I stand. 
R_3sypEc5kY6Jq6vb,I watched the video but I am still confused about the functionality and necessity of this platform,I would like to know more about their background and skills and their level of interest in the subject matter,How well each person learnt from the collaboration? Did anyone learn something new from someone else in the group?,I would like to be able to have some metrics against which we can see if this collaboration is beneficial or not,I would use this while working in groups so that we would know if anything needs to be changed,I would like to see how well we did and what are the areas of improvement,I would use this to do better next time and learn from it so the collaborations can be better in the future
R_2P5aQJPkL3QaP0r,"I have used a similar application called otter.ai. Bascially, it keeps a record of all your meetings with transcripts and you can make notes from them which can be shared with the class",,,,,,
R_2VyZTXjKKTViJ58,This is for us to discuss the problem. This is designed for us to evaluate oursleves in the process of discussion,How the work he has done contribute to the final output of the group and what character did he play in the whole group.,How the group members' work depend on the others and how these members solve problems basing on the others' help.,The progress of the members that will cooperate with me and what kind of problem that they have encounted,I will adjust my progress based on his progress and I will see whether I can solve the problen that he has encounted.,People solve problem together and when they have some problems they will turn to others for help.,I think I will use them to adjust my action that is whether to solve the problem on my own or to turn to tohers for help
R_1PTReCtWBKdJE36,The purpose of the data capture platform is to gain data during collaborative learning. This data will then be used to find ways to improve learning. ,The other group members' opinions may be somewhat useful in determining an individual's contributions.,Each individual's group members opinions about the overall group quality and the pros and cons of their group would be useful.,Each group member's real-time level of satisfaction with the group and what they think is going well or not.,I would use this information to determine what specific instances could cause frustration amongst group members.,"Each group member's overall satisfaction with the collaboration, how they felt about the other members, and what they thought went well and what didn't.",I would use this information to determine what causes a low satisfaction level.
R_12JtatHrXymA5F6,'- The data capture platform allows people to check the quality of the collaboration - It allows us to asses the direction the discussion is going in - It allows us to judge the quality of the conversation,"- how many hours of the total hours required they worked, how many % of the total sections they contributed to","- whether everyone contributed to equal number of sub sections, whether everyone contributed an equal amount of hours","- number of people working on each section, who is currently leading the group, hours worked by each person","- evaluate if people are contributing to equal number of sections, are working roughly equal number of hours, are taking the lead from time to time","- of total discussion, how many hours each person spoke",'- use this to find out if everyone is contributing equally
R_2YMx8MGut7cXNVb,"It is supposed to help with collaboration. It analyzes emotional tone, analytic thinking, clout, authenticity, confusion.",What they exactly contributed to the collaboration and how they contributed it.,If everyone is on the same page for collaboration and there are no conflicts.,How well members bounce off each other in collaboration and whether people are putting in work,To determine whether a collaboration is good and to apply it to my future collaborations,I would like to see group members get together again for another collaboration ,I would use this information to determine whether a group is good and whether I would want to collaborate with them again 
